"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1277836";"";"None";"448.59";"0";"4.36";"8bj";"CC(C)n1nc(S(=O)(=O)c2cccc3ccccc23)c2cc(N3CCN(C)CC3)ccc21";"Ki";"'='";"1.8";"nM";"8.74";"";"";"UO_0000065";"19.49";"0.37";"4.38";"14.96";"0";"CHEMBL1286367";"Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in human HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1275334";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308376";"";"";"";"1.8"
"CHEMBL71";"CHLORPROMAZINE";"4.0";"318.87";"0";"4.89";"Chlorpromazine";"CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21";"Ki";"'<'";"50.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL827886";"Binding affinity for human 5-hydroxytryptamine 6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145196";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"50.0"
"CHEMBL3770981";"";"None";"357.46";"0";"2.81";"14";"CCOC(=O)c1cccc(NC2=NC(N(C)C)=NC3(CCCCC3)N2)c1";"Ki";"'='";"4777.0";"nM";"5.32";"";"";"UO_0000065";"14.89";"0.28";"2.51";"6.79";"0";"CHEMBL3773616";"Displacement of [3H]LSD from 5-HT6 receptor (unknown origin) after 1.5 hrs by microbeta scintillation counting method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3769382";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"4777.0"
"CHEMBL5190996";"";"None";"439.99";"0";"3.78";"6g";"O=c1n(CC2CCC(CN3CCN(c4cccc(Cl)c4)CC3)CC2)nc2ccccn12";"Ki";"'='";"4581.0";"nM";"5.34";"";"";"UO_0000065";"12.13";"0.24";"1.56";"11.66";"0";"CHEMBL5163614";"Displacement of [3H]-LSD from human full length 5HT6R expressed in HEK293 cells by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5154833";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"BINDING AGENT";"";"4581.0"
"CHEMBL419398";"";"None";"415.52";"0";"2.95";"12";"COc1ccc2c(c1)c(CCN(C)C)cn2S(=O)(=O)c1ccc(NC(C)=O)cc1";"Ki";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"17.97";"0.35";"4.52";"9.26";"0";"CHEMBL618120";"Binding affinity towards human 5-hydroxytryptamine 6 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136250";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"34.0"
"CHEMBL3963688";"";"None";"356.45";"0";"2.62";"13b";"CN[C@H]1c2cc3c(ccn3S(=O)(=O)c3ccccc3)cc2[C@@H]1CCO";"Ki";"'='";"158.49";"nM";"6.80";"";"";"UO_0000065";"19.08";"0.37";"4.18";"9.53";"0";"CHEMBL3872138";"Displacement of [3H]-LSD from human 5-HT6R expressed in CHO cell membranes by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3871306";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3308072";"";"";"";"6.8"
"CHEMBL209909";"";"None";"262.33";"0";"1.95";"13";"NCc1cccc(NS(=O)(=O)c2ccccc2)c1";"Ki";"'='";"290.0";"nM";"6.54";"";"";"UO_0000065";"24.92";"0.50";"4.59";"9.06";"0";"CHEMBL854532";"Binding affinity to human 5HT6 receptor in HEK293 cells by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146007";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"290.0"
"CHEMBL4161480";"";"None";"337.43";"0";"2.21";"10";"COc1ccccc1Cn1c(C)nc2c(N3CCNCC3)ccnc21";"Ki";"'='";"337.0";"nM";"6.47";"";"";"UO_0000065";"19.18";"0.35";"4.26";"11.72";"0";"CHEMBL4146371";"Displacement of [3H]-LSD from human 5HT6R expressed in HEK293 cell membranes after 1 hr by microbeta counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145461";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"337.0"
"CHEMBL606817";"";"None";"419.55";"0";"4.76";"(S)-13q";"CN1CCC[C@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc4ccccc4c3)cc12";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"21.45";"0.41";"4.24";"13.80";"0";"CHEMBL830434";"Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141169";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3308376";"";"";"";"1.0"
"CHEMBL4060415";"";"None";"421.93";"0";"3.42";"5aa";"CN1CCN(Cc2cn(S(=O)(=O)c3ccc(F)cc3)c3ccc(Cl)cc23)CC1";"Ki";"'='";"17.5";"nM";"7.76";"";"";"UO_0000065";"18.38";"0.38";"4.34";"17.03";"0";"CHEMBL4009037";"Displacement of [3H]-LSD from recombinant human 5-HT6 receptor expressed in HEK293 cells after 60 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007422";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";"";"";"";"17.5"
"CHEMBL1834242";"";"None";"376.40";"0";"2.69";"25";"CCN/C(=N\S(=O)(=O)c1cccc(C(F)(F)F)c1)N1CC(CC)C=N1";"Ki";"'='";"17.9";"nM";"7.75";"";"";"UO_0000065";"20.58";"0.42";"5.06";"10.45";"0";"CHEMBL1839301";"Displacement of [3H]-methyllysergic acid diethylamide from human 5-HT6 receptor expressed in CHO cells after 30 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1833864";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";"";"17.9"
"CHEMBL4746800";"";"None";"292.38";"0";"3.38";"9";"CN(C)CCN1C(=O)c2ccccc2/C=C\c2ccccc21";"Ki";"'='";"20100.0";"nM";"4.70";"";"";"UO_0000065";"16.06";"0.29";"1.32";"19.94";"0";"CHEMBL4669824";"Binding affinity to 5HT6 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665756";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"BINDING AGENT";"";"20.1"
"CHEMBL1782355";"";"None";"270.40";"0";"3.25";"11a";"c1ccc(Sc2cccc(N3CCNCC3)c2)cc1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1787312";"Displacement of [3H]5-LSD from human 5HT6 receptor expressed in human HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782020";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308376";"";"";"";""
"CHEMBL1782366";"";"None";"350.41";"0";"4.19";"3j";"FC(F)(F)c1cccc(Sc2ccc3c(c2)N2CCNCC2C3)c1";"Ki";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"18.61";"0.37";"2.33";"42.72";"0";"CHEMBL1787312";"Displacement of [3H]5-LSD from human 5HT6 receptor expressed in human HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782020";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308376";"";"";"";"300.0"
"CHEMBL309750";"";"None";"376.34";"0";"3.96";"21";"Brc1ccc2ccn(CCN3CCCN4CCCCC4C3)c2c1";"Ki";"'='";"4066.0";"nM";"5.39";"";"";"UO_0000065";"14.32";"0.32";"1.43";"47.25";"0";"CHEMBL875100";"Compound was tested for its binding affinity towards 5-hydroxytryptamine 6 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135860";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"4066.0"
"CHEMBL4068846";"";"None";"476.40";"0";"3.30";"12b";"CC(=O)N1CCN(Cc2cn(S(=O)(=O)c3ccccc3Br)c3ccccc23)CC1";"Ki";"'='";"385.0";"nM";"6.42";"";"";"UO_0000065";"13.46";"0.30";"3.11";"10.24";"0";"CHEMBL4009037";"Displacement of [3H]-LSD from recombinant human 5-HT6 receptor expressed in HEK293 cells after 60 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007422";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";"";"";"";"385.0"
"CHEMBL4077537";"";"None";"507.28";"0";"3.05";"11b";"Cl.Cl.O=S(=O)(c1ccccc1Br)n1cc(CN2CCNCC2)c2ccccc21";"Ki";"'='";"4.5";"nM";"8.35";"";"";"UO_0000065";"19.22";"0.44";"5.30";"15.36";"0";"CHEMBL4009037";"Displacement of [3H]-LSD from recombinant human 5-HT6 receptor expressed in HEK293 cells after 60 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007422";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";"";"";"";"4.5"
"CHEMBL4083953";"";"None";"370.48";"0";"2.02";"5bo";"CN1CCN(Cc2cn(S(=O)(=O)c3ccccc3)c3ncccc23)CC1";"Ki";"'='";"277.0";"nM";"6.56";"";"";"UO_0000065";"17.70";"0.34";"4.54";"11.22";"0";"CHEMBL4009037";"Displacement of [3H]-LSD from recombinant human 5-HT6 receptor expressed in HEK293 cells after 60 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007422";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";"";"";"";"277.0"
"CHEMBL1834339";"";"None";"358.47";"0";"2.82";"34";"CCN/C(=N\S(=O)(=O)c1ccc2ccccc2c1)N1CC(CC)C=N1";"Ki";"'='";"17.2";"nM";"7.76";"";"";"UO_0000065";"21.66";"0.42";"4.94";"10.47";"0";"CHEMBL1839301";"Displacement of [3H]-methyllysergic acid diethylamide from human 5-HT6 receptor expressed in CHO cells after 30 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1833864";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";"";"17.2"
"CHEMBL1112";"ARIPIPRAZOLE";"4.0";"448.39";"0";"4.86";"Aripiprazole";"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1";"Ki";"'='";"574.0";"nM";"6.24";"";"";"UO_0000065";"13.92";"0.28";"1.38";"13.93";"0";"CHEMBL1787312";"Displacement of [3H]5-LSD from human 5HT6 receptor expressed in human HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782020";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308376";"";"";"";"574.0"
"CHEMBL3286581";"";"None";"353.45";"0";"2.21";"29";"O=S(=O)(c1ccccc1)n1cc2c3c(cccc31)N1CCNCC1C2";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"22.76";"0.44";"5.84";"14.81";"0";"CHEMBL3294611";"Displacement of [3H]LSD from human 5-HT6 receptor expressed in hamster BHK cells after 60 mins by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BHK";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286112";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"9.0"
"CHEMBL3286584";"";"None";"371.44";"0";"2.35";"33";"O=S(=O)(c1ccccc1F)n1cc2c3c(cccc31)N1CCNCC1C2";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3294611";"Displacement of [3H]LSD from human 5-HT6 receptor expressed in hamster BHK cells after 60 mins by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BHK";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286112";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";""
"CHEMBL1289";"HALOPROGIN";"4.0";"361.39";"0";"4.42";"HALOPROGIN";"Clc1cc(Cl)c(OCC#CI)cc1Cl";"Ki";"'='";"1862.0";"nM";"5.73";"";"";"UO_0000065";"15.86";"0.56";"1.31";"62.08";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";"1.862"
"CHEMBL1479";"DANAZOL";"4.0";"337.46";"0";"4.22";"DANAZOL";"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
"CHEMBL918";"PHENACEMIDE";"4.0";"178.19";"0";"0.42";"PHENACEMIDE";"NC(=O)NC(=O)Cc1ccccc1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
"CHEMBL236334";"";"None";"375.88";"0";"3.40";"3m";"CN1CCC(n2cc(S(=O)(=O)c3ccccc3Cl)c3cccnc32)C1";"Ki";"'='";"2.2";"nM";"8.66";"";"";"UO_0000065";"23.03";"0.47";"5.26";"15.68";"0";"CHEMBL897862";"Displacement of [3H]LSD from cloned human 5HT6 expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149666";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3308376";"";"";"";"2.2"
"CHEMBL398808";"";"None";"361.85";"0";"3.06";"3e";"O=S(=O)(c1ccc(Cl)cc1)c1cn(C2CCNC2)c2ncccc12";"Ki";"'='";"5.5";"nM";"8.26";"";"";"UO_0000065";"22.83";"0.47";"5.20";"12.91";"0";"CHEMBL897862";"Displacement of [3H]LSD from cloned human 5HT6 expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149666";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3308376";"";"";"";"5.5"
"CHEMBL609742";"";"None";"389.91";"0";"3.92";"(R)-15c";"O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccccc1Cl";"Ki";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"21.86";"0.45";"4.60";"11.52";"0";"CHEMBL830434";"Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141169";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3308376";"";"";"";"3.0"
"CHEMBL391661";"";"None";"483.97";"1";"5.00";"35";"Cc1ccc2c(OCCN3CCC(Cc4cc5c(cc4F)OCC(=O)N5)CC3)cc(Cl)cc2n1";"Ki";"'='";"7943.28";"nM";"5.10";"";"";"UO_0000065";"10.54";"0.20";"0.10";"8.01";"0";"CHEMBL885598";"Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308376";"";"";"";"-5.1"
"CHEMBL184640";"";"None";"358.46";"0";"3.04";"8h";"COc1ccc2c(S(=O)(=O)c3ccccc3)cn(CCN(C)C)c2c1";"Ki";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"21.31";"0.42";"4.60";"14.82";"0";"CHEMBL829617";"Binding affinity against human 5-hydroxytryptamine 6 receptor transfected in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138014";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3308376";"";"";"";"23.0"
"CHEMBL1200709";"CROTAMITON";"4.0";"203.28";"0";"2.92";"CROTAMITON";"C/C=C/C(=O)N(CC)c1ccccc1C";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
"CHEMBL1909054";"CARBOXYMETHYLCELLULOSE";"None";"None";"None";"None";"CARBOXYMETHYLCELLULOSE";"";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
"CHEMBL1909064";"LIPOPOLYSACCHARIDE E. COLI O55:B5";"None";"None";"None";"None";"LIPOPOLYSACCHARIDE E. COLI O55:B5";"";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
"CHEMBL2079587";"STANOZOLOL";"4.0";"328.50";"0";"4.12";"STANOZOLOL";"C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
"CHEMBL16080";"TRICHLOROETHANE";"4.0";"133.41";"0";"2.38";"TRICHLOROETHANE";"CC(Cl)(Cl)Cl";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
"CHEMBL460291";"LACIDIPINE";"4.0";"455.55";"0";"4.40";"LACIDIPINE";"CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
"CHEMBL1949768";"";"None";"409.94";"0";"3.14";"4j-2, enantiomer 2";"CC(C)Oc1cccc(S(=O)(=O)c2ccc3c(c2)O[C@H]2CNCC[C@@H]32)c1.Cl";"Ki";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"20.11";"0.39";"4.37";"11.62";"0";"CHEMBL1953150";"Displacement of [3H]LSD from human recombinant 5HT6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1949541";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"31.0"
"CHEMBL606871";"";"None";"391.44";"0";"3.54";"(S)-15s";"O=S(=O)(Nc1ccc2[nH]cc(C[C@@H]3CCCN3)c2c1)c1ccc(F)cc1F";"Ki";"'='";"131.0";"nM";"6.88";"";"";"UO_0000065";"17.58";"0.35";"3.34";"9.30";"0";"CHEMBL830434";"Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141169";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3308376";"";"";"";"131.0"
